data_inversa,horario,br,km,municipio,uf,tipo_acidente,causa_acidente,condicao_metereologica,data,hora
2025-01-07,09:30:00,116,272,TUCANO,BA,Colisão frontal,Transitar na contramão,Céu Claro,2025-01-07,9
2025-01-07,13:30:00,101,385,RIO DE JANEIRO,RJ,Colisão transversal,Ausência de reação do condutor,Céu Claro,2025-01-07,13
2025-01-07,14:20:00,277,"365,8",GUARAPUAVA,PR,Colisão frontal,Ultrapassagem Indevida,Sol,2025-01-07,14
2025-01-07,15:00:00,285,"636,7",SANTO ANTONIO DAS MISSOES,RS,Colisão lateral sentido oposto,Manobra de mudança de faixa,Céu Claro,2025-01-07,15
2025-01-04,01:30:00,476,80,BOCAIUVA DO SUL,PR,Incêndio,Demais falhas mecânicas ou elétricas,Nublado,2025-01-04,1
2025-01-07,14:30:00,116,"116,4",SAO MARCOS,RS,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-01-07,14
2025-01-07,15:30:00,116,"275,5",TEOFILO OTONI,MG,Colisão lateral mesmo sentido,Faixas de trânsito com largura insuficiente,Nublado,2025-01-07,15
2025-01-07,15:50:00,282,"3,2",FLORIANOPOLIS,SC,Colisão lateral mesmo sentido,Conversão proibida,Nublado,2025-01-07,15
2025-01-07,16:15:00,116,252,SAPUCAIA DO SUL,RS,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-01-07,16
2025-01-07,15:48:00,101,148,TEODORO SAMPAIO,BA,Saída de leito carroçável,Frear bruscamente,Céu Claro,2025-01-07,15
2025-01-07,13:55:00,277,"508,2",GUARANIACU,PR,Colisão frontal,Transitar na contramão,Sol,2025-01-07,13
2025-01-07,14:00:00,343,492,AMARANTE,PI,Colisão com objeto,Demais falhas mecânicas ou elétricas,Céu Claro,2025-01-07,14
2025-01-07,14:52:00,101,691,EUNAPOLIS,BA,Saída de leito carroçável,Pista Escorregadia,Garoa/Chuvisco,2025-01-07,14
2025-01-07,17:35:00,101,78,JABOATAO DOS GUARARAPES,PE,Colisão lateral mesmo sentido,Trafegar com motocicleta (ou similar) entre as faixas,Céu Claro,2025-01-07,17
2025-01-07,19:40:00,101,869,TEIXEIRA DE FREITAS,BA,Atropelamento de Pedestre,Pedestre andava na pista,Nublado,2025-01-07,19
2025-01-07,17:24:00,163,786,VERA,MT,Colisão frontal,Manobra de mudança de faixa,Chuva,2025-01-07,17
2025-01-07,17:00:00,262,781,UBERABA,MG,Colisão transversal,Ausência de reação do condutor,Chuva,2025-01-07,17
2025-01-07,19:40:00,230,5,ALTAMIRA,PA,Colisão lateral sentido oposto,Reação tardia ou ineficiente do condutor,Céu Claro,2025-01-07,19
2025-01-07,21:15:00,116,220,GUARULHOS,SP,Colisão lateral mesmo sentido,Manobra de mudança de faixa,Céu Claro,2025-01-07,21
2025-01-07,17:30:00,364,422,JARU,RO,Colisão lateral mesmo sentido,Retorno proibido,Nublado,2025-01-07,17
2025-01-07,22:00:00,116,"174,5",JACAREI,SP,Colisão traseira,Reação tardia ou ineficiente do condutor,Céu Claro,2025-01-07,22
2025-01-07,20:00:00,101,3,GARUVA,SC,Incêndio,Demais falhas mecânicas ou elétricas,Chuva,2025-01-07,20
2025-01-07,22:30:00,116,"794,7",ALEM PARAIBA,MG,Saída de leito carroçável,Velocidade Incompatível,Chuva,2025-01-07,22
2025-01-07,23:40:00,277,102,SAO JOSE DOS PINHAIS,PR,Colisão lateral mesmo sentido,Reação tardia ou ineficiente do condutor,Nublado,2025-01-07,23
2025-01-08,07:00:00,386,"439,5",NOVA SANTA RITA,RS,Colisão lateral mesmo sentido,Manobra de mudança de faixa,Céu Claro,2025-01-08,7
2025-01-08,06:40:00,386,"110,1",SARANDI,RS,Tombamento,Reação tardia ou ineficiente do condutor,Céu Claro,2025-01-08,6
2025-01-08,07:25:00,101,"144,6",ITAPEMA,SC,Tombamento,Reação tardia ou ineficiente do condutor,Garoa/Chuvisco,2025-01-08,7
2025-01-08,08:15:00,101,"46,3",JOINVILLE,SC,Colisão traseira,Velocidade Incompatível,Garoa/Chuvisco,2025-01-08,8
2025-01-08,09:15:00,101,85,NOSSA SENHORA DO SOCORRO,SE,Tombamento,Acumulo de óleo sobre o pavimento,Céu Claro,2025-01-08,9
2025-01-08,08:15:00,116,494,INHAPIM,MG,Colisão lateral sentido oposto,Mal súbito do condutor,Céu Claro,2025-01-08,8
2025-01-08,06:50:00,364,434,VARZEA GRANDE,MT,Saída de leito carroçável,Mal súbito do condutor,Céu Claro,2025-01-08,6
2025-01-08,08:50:00,369,174,ROLANDIA,PR,Colisão traseira,Demais falhas na via,Céu Claro,2025-01-08,8
2025-01-08,09:25:00,101,"233,8",PALHOCA,SC,Colisão com objeto,Chuva,Garoa/Chuvisco,2025-01-08,9
2025-01-08,09:30:00,343,348,TERESINA,PI,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-01-08,9
2025-01-08,05:30:00,116,"453,5",ENGENHEIRO CALDAS,MG,Saída de leito carroçável,Acessar a via sem observar a presença dos outros veículos,Ignorado,2025-01-08,5
2025-01-08,10:00:00,386,"109,2",SAO JOSE DAS MISSOES,RS,Colisão traseira,Ausência de reação do condutor,Céu Claro,2025-01-08,10
2025-01-08,11:20:00,70,"6,5",BRASILIA,DF,Colisão traseira,Ausência de reação do condutor,Nublado,2025-01-08,11
2025-01-08,11:48:00,376,662,GUARATUBA,PR,Atropelamento de Pedestre,Ausência de reação do condutor,Garoa/Chuvisco,2025-01-08,11
2025-01-08,12:05:00,343,"196,5",PIRIPIRI,PI,Colisão lateral mesmo sentido,Ultrapassagem Indevida,Céu Claro,2025-01-08,12
2025-01-08,13:10:00,146,479,POCOS DE CALDAS,MG,Tombamento,Velocidade Incompatível,Céu Claro,2025-01-08,13
2025-01-08,10:30:00,116,515,CAJATI,SP,Tombamento,Velocidade Incompatível,Garoa/Chuvisco,2025-01-08,10
2025-01-08,12:10:00,251,492,FRANCISCO SA,MG,Saída de leito carroçável,Chuva,Chuva,2025-01-08,12
2025-01-08,14:00:00,116,253,SAPUCAIA DO SUL,RS,Queda de ocupante de veículo,Demais falhas mecânicas ou elétricas,Céu Claro,2025-01-08,14
2025-01-08,12:38:00,101,"100,8",BALNEARIO PICARRAS,SC,Engavetamento,Condutor deixou de manter distância do veículo da frente,Nublado,2025-01-08,12
2025-01-08,10:16:00,277,"299,7",PRUDENTOPOLIS,PR,Tombamento,Ausência de reação do condutor,Céu Claro,2025-01-08,10
2025-01-08,15:15:00,230,"11,8",CABEDELO,PB,Eventos atípicos,Acostamento em desnível,Céu Claro,2025-01-08,15
2025-01-08,14:10:00,40,"454,9",CAETANOPOLIS,MG,Saída de leito carroçável,Velocidade Incompatível,Garoa/Chuvisco,2025-01-08,14
2025-01-08,16:03:00,101,"78,9",SAO MATEUS,ES,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-01-08,16
2025-01-08,15:30:00,40,509,RIBEIRAO DAS NEVES,MG,Colisão traseira,Ausência de reação do condutor,Chuva,2025-01-08,15
2025-01-08,16:15:00,101,89,NOSSA SENHORA DO SOCORRO,SE,Colisão com objeto,Mal súbito do condutor,Céu Claro,2025-01-08,16
2025-01-08,16:30:00,428,189,PETROLINA,PE,Colisão com objeto,Velocidade Incompatível,Nublado,2025-01-08,16
2025-01-08,17:00:00,116,225,GUARULHOS,SP,Colisão traseira,Manobra de mudança de faixa,Nublado,2025-01-08,17
2025-01-08,17:33:00,101,"126,3",ITAJAI,SC,Colisão traseira,Trafegar com motocicleta (ou similar) entre as faixas,Nublado,2025-01-08,17
2025-01-08,16:20:00,153,549,PROFESSOR JAMIL,GO,Saída de leito carroçável,Acumulo de água sobre o pavimento,Chuva,2025-01-08,16
2025-01-08,18:00:00,230,"11,5",CABEDELO,PB,Atropelamento de Pedestre,Pedestre cruzava a pista fora da faixa,Céu Claro,2025-01-08,18
2025-01-08,15:00:00,116,434,REGISTRO,SP,Saída de leito carroçável,Chuva,Chuva,2025-01-08,15
2025-01-08,17:38:00,158,"190,9",CRUZ ALTA,RS,Saída de leito carroçável,Demais falhas mecânicas ou elétricas,Céu Claro,2025-01-08,17
2025-01-08,12:40:00,230,128,MARABA,PA,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Chuva,2025-01-08,12
2025-01-08,17:45:00,364,"582,8",NOBRES,MT,Saída de leito carroçável,Frear bruscamente,Chuva,2025-01-08,17
2025-01-08,17:40:00,101,429,MANGARATIBA,RJ,Tombamento,Velocidade Incompatível,Chuva,2025-01-08,17
2025-01-08,17:40:00,316,"1,1",TERESINA,PI,Colisão transversal,Demais falhas mecânicas ou elétricas,Nublado,2025-01-08,17
2025-01-08,18:05:00,116,"184,5",SAO CRISTOVAO DO SUL,SC,Tombamento,Reação tardia ou ineficiente do condutor,Nublado,2025-01-08,18
2025-01-08,07:00:00,40,322,FELIXLANDIA,MG,Colisão com objeto,Carga excessiva e/ou mal acondicionada,Chuva,2025-01-08,7
2025-01-08,12:45:00,153,141,ARAGUAINA,TO,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-01-08,12
2025-01-08,17:10:00,280,21,ARAQUARI,SC,Colisão transversal,Trafegar com motocicleta (ou similar) entre as faixas,Nublado,2025-01-08,17
2025-01-08,17:30:00,101,126,PEDRAO,BA,Tombamento,Ausência de reação do condutor,Céu Claro,2025-01-08,17
2025-01-08,20:25:00,40,"446,5",PARAOPEBA,MG,Colisão lateral mesmo sentido,Manobra de mudança de faixa,Chuva,2025-01-08,20
2025-01-08,21:10:00,376,605,CURITIBA,PR,Colisão lateral mesmo sentido,Condutor deixou de manter distância do veículo da frente,Nublado,2025-01-08,21
2025-01-08,20:00:00,476,"323,6",PAULO FRONTIN,PR,Colisão frontal,Ausência de reação do condutor,Chuva,2025-01-08,20
2025-01-08,21:21:00,381,597,CARMOPOLIS DE MINAS,MG,Colisão lateral mesmo sentido,Ausência de reação do condutor,Nublado,2025-01-08,21
2025-01-08,20:10:00,280,23,ARAQUARI,SC,Colisão transversal,Reação tardia ou ineficiente do condutor,Nublado,2025-01-08,20
2025-01-08,20:00:00,230,98,SAO JOAO DO ARAGUAIA,PA,Colisão lateral sentido oposto,Transitar na contramão,Céu Claro,2025-01-08,20
2025-01-08,22:30:00,70,"56,6",BARRA DO GARCAS,MT,Capotamento,Condutor Dormindo,Nublado,2025-01-08,22
2025-01-08,20:45:00,452,15,RIO VERDE,GO,Colisão traseira,Ingestão de álcool pelo condutor,Nublado,2025-01-08,20
2025-01-08,16:40:00,116,98,GUAPIMIRIM,RJ,Colisão frontal,Avarias e/ou desgaste excessivo no pneu,Chuva,2025-01-08,16
2025-01-08,22:07:00,163,1103,GUARANTA DO NORTE,MT,Saída de leito carroçável,Reação tardia ou ineficiente do condutor,Chuva,2025-01-08,22
2025-01-08,22:40:00,116,"318,5",ARACI,BA,Colisão transversal,Transitar na contramão,Céu Claro,2025-01-08,22
2025-01-09,00:40:00,116,228,SAO PAULO,SP,Atropelamento de Pedestre,Pedestre cruzava a pista fora da faixa,Nublado,2025-01-09,0
2025-01-08,23:00:00,493,1,ITABORAI,RJ,Colisão traseira,Reação tardia ou ineficiente do condutor,Chuva,2025-01-08,23
2025-01-08,23:00:00,101,"426,9",SOMBRIO,SC,Atropelamento de Pedestre,Pedestre andava na pista,Nublado,2025-01-08,23
2025-01-09,00:50:00,290,164,BUTIA,RS,Colisão lateral sentido oposto,Transitar na contramão,Céu Claro,2025-01-09,0
2025-01-09,00:10:00,116,339,MIRACATU,SP,Tombamento,Condutor Dormindo,Garoa/Chuvisco,2025-01-09,0
2025-01-09,02:50:00,277,"722,5",FOZ DO IGUACU,PR,Saída de leito carroçável,Velocidade Incompatível,Céu Claro,2025-01-09,2
2025-01-09,04:30:00,116,19,ANTONINA,PR,Colisão traseira,Ausência de reação do condutor,Garoa/Chuvisco,2025-01-09,4
2025-01-09,04:00:00,70,742,CACERES,MT,Colisão traseira,Ausência de reação do condutor,Nublado,2025-01-09,4
2025-01-09,03:50:00,251,287,SALINAS,MG,Colisão traseira,Reação tardia ou ineficiente do condutor,Garoa/Chuvisco,2025-01-09,3
2025-01-09,05:30:00,116,210,GUARULHOS,SP,Colisão traseira,Reação tardia ou ineficiente do condutor,Nublado,2025-01-09,5
2025-01-09,05:25:00,470,"223,9",SAO CRISTOVAO DO SUL,SC,Colisão lateral sentido oposto,Reação tardia ou ineficiente do condutor,Garoa/Chuvisco,2025-01-09,5
2025-01-08,21:50:00,285,630,SANTO ANTONIO DAS MISSOES,RS,Incêndio,Demais falhas mecânicas ou elétricas,Céu Claro,2025-01-08,21
2025-01-09,06:30:00,293,"32,7",CAPAO DO LEAO,RS,Incêndio,Demais falhas mecânicas ou elétricas,Sol,2025-01-09,6
2025-01-09,00:27:00,116,172,SAO JOAO DE MERITI,RJ,Atropelamento de Pedestre,Pedestre andava na pista,Chuva,2025-01-09,0
2025-01-09,06:40:00,116,380,MIRACATU,SP,Saída de leito carroçável,Ausência de reação do condutor,Chuva,2025-01-09,6
2025-01-09,07:00:00,381,"479,5",CONTAGEM,MG,Engavetamento,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-01-09,7
2025-01-09,08:00:00,369,"93,5",CORNELIO PROCOPIO,PR,Colisão lateral mesmo sentido,Reação tardia ou ineficiente do condutor,Céu Claro,2025-01-09,8
2025-01-09,05:00:00,381,726,CARMO DA CACHOEIRA,MG,Colisão lateral mesmo sentido,Condutor Dormindo,Céu Claro,2025-01-09,5
2025-01-09,08:40:00,116,204,QUEIMADOS,RJ,Colisão traseira,Ausência de reação do condutor,Céu Claro,2025-01-09,8
2025-01-09,06:00:00,101,839,VEREDA,BA,Tombamento,Demais falhas mecânicas ou elétricas,Céu Claro,2025-01-09,6
2025-01-09,08:00:00,242,622,MUQUEM DE SAO FRANCISCO,BA,Colisão frontal,Pista Escorregadia,Garoa/Chuvisco,2025-01-09,8
2025-01-09,08:40:00,158,"515,7",PATO BRANCO,PR,Colisão frontal,Ultrapassagem Indevida,Céu Claro,2025-01-09,8
2025-01-09,10:00:00,40,"805,6",MATIAS BARBOSA,MG,Colisão traseira,Ausência de reação do condutor,Chuva,2025-01-09,10
2025-01-09,07:00:00,230,82,SAO JOAO DOS PATOS,MA,Colisão frontal,Transitar na contramão,Chuva,2025-01-09,7
2025-01-09,12:00:00,163,259,TOLEDO,PR,Saída de leito carroçável,Ausência de reação do condutor,Céu Claro,2025-01-09,12
2025-01-09,13:30:00,381,"364,5",SAO GONCALO DO RIO ABAIXO,MG,Colisão frontal,Pista Escorregadia,Chuva,2025-01-09,13
2025-01-09,13:00:00,20,"117,8",FLORES DE GOIAS,GO,Colisão frontal,Ultrapassagem Indevida,Chuva,2025-01-09,13
2025-01-09,12:50:00,381,"552,1",ITAGUARA,MG,Colisão traseira,Ausência de reação do condutor,Chuva,2025-01-09,12
2025-01-09,13:15:00,101,65,CAMPOS DOS GOYTACAZES,RJ,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Nublado,2025-01-09,13
2025-01-09,12:50:00,364,508,ROSARIO OESTE,MT,Saída de leito carroçável,Chuva,Chuva,2025-01-09,12
2025-01-09,08:55:00,381,322,NOVA ERA,MG,Saída de leito carroçável,Chuva,Chuva,2025-01-09,8
2025-01-09,13:55:00,290,"167,8",BUTIA,RS,Engavetamento,Ausência de reação do condutor,Sol,2025-01-09,13
2025-01-09,15:10:00,101,"77,3",RECIFE,PE,Colisão lateral mesmo sentido,Manobra de mudança de faixa,Céu Claro,2025-01-09,15
2025-01-09,13:30:00,476,"247,7",LAPA,PR,Saída de leito carroçável,Condutor Dormindo,Céu Claro,2025-01-09,13
2025-01-09,10:15:00,163,986,TERRA NOVA DO NORTE,MT,Saída de leito carroçável,Falta de acostamento,Garoa/Chuvisco,2025-01-09,10
2025-01-09,15:40:00,158,199,CAIAPONIA,GO,Tombamento,Reação tardia ou ineficiente do condutor,Céu Claro,2025-01-09,15
2025-01-09,15:00:00,101,385,RIO DE JANEIRO,RJ,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Nublado,2025-01-09,15
2025-01-09,10:00:00,316,195,SANTA LUZIA DO PARA,PA,Atropelamento de Pedestre,Entrada inopinada do pedestre,Nublado,2025-01-09,10
2025-01-09,16:40:00,40,"786,9",JUIZ DE FORA,MG,Tombamento,Curva acentuada,Nublado,2025-01-09,16
2025-01-09,15:10:00,101,113,ITAJAI,SC,Colisão lateral mesmo sentido,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-01-09,15
2025-01-09,17:00:00,386,"343,7",LAJEADO,RS,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-01-09,17
2025-01-09,16:14:00,163,"527,9",JARAGUARI,MS,Colisão traseira,Reação tardia ou ineficiente do condutor,Céu Claro,2025-01-09,16
2025-01-09,12:30:00,163,"478,6",CAMPO GRANDE,MS,Derramamento de carga,Carga excessiva e/ou mal acondicionada,Céu Claro,2025-01-09,12
2025-01-09,15:40:00,153,"144,6",VENTANIA,PR,Colisão lateral sentido oposto,Reação tardia ou ineficiente do condutor,Garoa/Chuvisco,2025-01-09,15
2025-01-09,16:30:00,364,"322,6",JI-PARANA,RO,Colisão frontal,Ultrapassagem Indevida,Céu Claro,2025-01-09,16
2025-01-09,17:40:00,135,7,SAO LUIS,MA,Colisão com objeto,Demais falhas mecânicas ou elétricas,Nublado,2025-01-09,17
2025-01-09,18:15:00,386,"298,8",POUSO NOVO,RS,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-01-09,18
2025-01-09,11:55:00,407,"27,5",AFRANIO,PE,Colisão frontal,Velocidade Incompatível,Chuva,2025-01-09,11
2025-01-09,16:00:00,116,47,CANAS,SP,Engavetamento,Velocidade Incompatível,Garoa/Chuvisco,2025-01-09,16
2025-01-09,17:00:00,163,212,CASCAVEL,PR,Tombamento,Problema com o freio,Céu Claro,2025-01-09,17
2025-01-09,16:30:00,493,88,SEROPEDICA,RJ,Colisão traseira,Reação tardia ou ineficiente do condutor,Chuva,2025-01-09,16
2025-01-09,22:00:00,40,"728,8",OLIVEIRA FORTES,MG,Tombamento,Demais falhas mecânicas ou elétricas,Chuva,2025-01-09,22
2025-01-09,21:31:00,369,"438,1",UBIRATA,PR,Colisão frontal,Acesso irregular,Céu Claro,2025-01-09,21
2025-01-09,22:00:00,40,"815,3",SIMAO PEREIRA,MG,Tombamento,Curva acentuada,Nublado,2025-01-09,22
2025-01-09,23:50:00,40,460,SETE LAGOAS,MG,Colisão traseira,Reação tardia ou ineficiente do condutor,Nublado,2025-01-09,23
2025-01-09,19:05:00,116,512,CAJATI,SP,Tombamento,Reação tardia ou ineficiente do condutor,Nublado,2025-01-09,19
2025-01-10,00:30:00,153,122,PRATA,MG,Colisão traseira,Velocidade Incompatível,Nublado,2025-01-10,0
2025-01-10,03:05:00,116,57,GUARATINGUETA,SP,Colisão traseira,Ausência de reação do condutor,Céu Claro,2025-01-10,3
2025-01-10,02:00:00,242,682,MUQUEM DE SAO FRANCISCO,BA,Tombamento,Velocidade Incompatível,Chuva,2025-01-10,2
2025-01-09,01:30:00,365,"62,5",JEQUITAI,MG,Tombamento,Velocidade Incompatível,Chuva,2025-01-09,1
2025-01-09,13:50:00,324,"417,7",NOVA FATIMA,BA,Colisão lateral sentido oposto,Reação tardia ou ineficiente do condutor,Céu Claro,2025-01-09,13
2025-01-10,05:50:00,381,907,CAMBUI,MG,Colisão lateral mesmo sentido,Velocidade Incompatível,Nublado,2025-01-10,5
2025-01-10,05:40:00,381,483,BETIM,MG,Capotamento,Velocidade Incompatível,Nublado,2025-01-10,5
2025-01-09,22:00:00,101,771,ITAMARAJU,BA,Tombamento,Chuva,Chuva,2025-01-09,22
2025-01-10,01:30:00,116,646,JAGUAQUARA,BA,Saída de leito carroçável,Chuva,Chuva,2025-01-10,1
2025-01-10,07:10:00,40,"1,5",BRASILIA,DF,Saída de leito carroçável,Pista Escorregadia,Céu Claro,2025-01-10,7
2025-01-10,06:20:00,135,"13,7",SAO LUIS,MA,Colisão traseira,Frear bruscamente,Nublado,2025-01-10,6
2025-01-10,06:40:00,376,305,MAUA DA SERRA,PR,Tombamento,Velocidade Incompatível,Céu Claro,2025-01-10,6
2025-01-10,07:30:00,386,280,SAO JOSE DO HERVAL,RS,Capotamento,Reação tardia ou ineficiente do condutor,Céu Claro,2025-01-10,7
2025-01-10,07:00:00,163,808,SINOP,MT,Colisão traseira,Reação tardia ou ineficiente do condutor,Chuva,2025-01-10,7
2025-01-10,06:10:00,101,"589,9",CAMACAN,BA,Colisão frontal,Velocidade Incompatível,Chuva,2025-01-10,6
2025-01-10,04:40:00,116,309,RESENDE,RJ,Colisão frontal,Transitar na contramão,Céu Claro,2025-01-10,4
2025-01-10,04:40:00,262,"110,2",RIO CASCA,MG,Saída de leito carroçável,Velocidade Incompatível,Ignorado,2025-01-10,4
2025-01-10,09:15:00,376,4,APUCARANA,PR,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-01-10,9
2025-01-10,08:10:00,158,714,BARRA DO GARCAS,MT,Colisão lateral sentido oposto,Ausência de reação do condutor,Nublado,2025-01-10,8
2025-01-10,07:00:00,40,115,DUQUE DE CAXIAS,RJ,Colisão traseira,Reação tardia ou ineficiente do condutor,Nublado,2025-01-10,7
2025-01-10,09:00:00,412,93,SERRA BRANCA,PB,Colisão frontal,Manobra de mudança de faixa,Céu Claro,2025-01-10,9
2025-01-10,09:40:00,393,"286,1",VOLTA REDONDA,RJ,Colisão traseira,Reação tardia ou ineficiente do condutor,Sol,2025-01-10,9
2025-01-10,10:50:00,402,3,BURITI DOS LOPES,PI,Tombamento,Curva acentuada,Céu Claro,2025-01-10,10
2025-01-10,09:20:00,116,"253,9",LAGES,SC,Colisão frontal,Manobra de mudança de faixa,Céu Claro,2025-01-10,9
2025-01-10,10:15:00,251,355,PADRE CARVALHO,MG,Colisão traseira,Reação tardia ou ineficiente do condutor,Nublado,2025-01-10,10
2025-01-10,14:15:00,101,"210,8",IBIRACU,ES,Colisão com objeto,Reação tardia ou ineficiente do condutor,Chuva,2025-01-10,14
2025-01-10,14:30:00,101,"17,6",SAO FRANCISCO,SE,Colisão lateral mesmo sentido,Retorno proibido,Nublado,2025-01-10,14
2025-01-10,05:30:00,222,540,BOM JESUS DAS SELVAS,MA,Tombamento,Velocidade Incompatível,Céu Claro,2025-01-10,5
2025-01-10,13:57:00,116,268,CANOAS,RS,Colisão traseira,Manobra de mudança de faixa,Céu Claro,2025-01-10,13
2025-01-10,15:15:00,414,"356,7",COCALZINHO DE GOIAS,GO,Colisão frontal,Transitar na contramão,Nublado,2025-01-10,15
2025-01-10,15:20:00,235,24,LARANJEIRAS,SE,Colisão frontal,Chuva,Chuva,2025-01-10,15
2025-01-10,15:00:00,101,"46,2",ESPLANADA,BA,Colisão com objeto,Condutor deixou de manter distância do veículo da frente,Chuva,2025-01-10,15
2025-01-10,14:15:00,163,"206,5",CAARAPO,MS,Saída de leito carroçável,Ausência de reação do condutor,Céu Claro,2025-01-10,14
2025-01-10,16:30:00,101,"193,5",CRISTINAPOLIS,SE,Colisão transversal,Velocidade Incompatível,Chuva,2025-01-10,16
2025-01-10,18:40:00,414,"402,8",ABADIANIA,GO,Colisão frontal,Transitar na contramão,Chuva,2025-01-10,18
2025-01-10,17:45:00,116,"521,5",PELOTAS,RS,Colisão lateral mesmo sentido,Reação tardia ou ineficiente do condutor,Céu Claro,2025-01-10,17
